nom_crise;type_crise;pays;latitude;longitude;intensite;date;population_touchee;accessibilite;description;en_cours;date_fin;source
Tsunami INDONESIA MAKASSAR STRAIT;Tsunami;INDONESIA;-3.201;118.904;;23/02/1969;;;location : MAKASSAR STRAIT;False;23/02/1969;
Tsunami PORTUGAL PORTUGAL;Tsunami;PORTUGAL;36.017;-10.95;;28/02/1969;;;location : PORTUGAL;False;28/02/1969;
Tsunami EGYPT GULF OF SUEZ;Tsunami;EGYPT;27.7;34;;31/03/1969;;;location : GULF OF SUEZ;False;31/03/1969;
Tsunami JAPAN RYUKYU ISLANDS;Tsunami;JAPAN;32.2;132.1;;21/04/1969;;;location : RYUKYU ISLANDS;False;21/04/1969;
Tsunami CHINA BOHAI SEA;Tsunami;CHINA;38.2;119.4;;18/07/1969;;;location : BOHAI SEA;False;18/07/1969;
Tsunami PAPUA NEW GUINEA BISMARCK SEA;Tsunami;PAPUA NEW GUINEA;-6.6;146.9;;02/08/1969;;;location : BISMARCK SEA;False;02/08/1969;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;43.6;147.9;;11/08/1969;;;location : S. KURIL ISLANDS;False;11/08/1969;
Tsunami RUSSIA KAMCHATKA;Tsunami;RUSSIA;57.7;163.6;;22/11/1969;;;location : KAMCHATKA;False;22/11/1969;
Tsunami GUADELOUPE (FRENCH TERRITORY) GRAND BOURG;Tsunami;GUADELOUPE (FRENCH TERRITORY);15.8;-59.7;;25/12/1969;;;location : GRAND BOURG;False;25/12/1969;
Tsunami PHILIPPINES PHILIPPINE TRENCH;Tsunami;PHILIPPINES;6.8;126.7;;10/01/1970;;;location : PHILIPPINE TRENCH;False;10/01/1970;
Tsunami USA ANDREANOF ISLANDS, AK;Tsunami;USA;57.5;-153.9;;11/03/1970;;;location : ANDREANOF ISLANDS, AK;False;11/03/1970;
Tsunami PHILIPPINES PHILIPPINE SEA;Tsunami;PHILIPPINES;15.78;121.71;;07/04/1970;;;location : PHILIPPINE SEA;False;07/04/1970;
Tsunami RUSSIA CASPIAN SEA;Tsunami;RUSSIA;43.191;47.14;;14/05/1970;;;location : CASPIAN SEA;False;14/05/1970;
Tsunami PERU N. PERU;Tsunami;PERU;-9.2;-78.8;;31/05/1970;;;location : N. PERU;False;31/05/1970;
Tsunami CHILE SOUTHERN CHILE;Tsunami;CHILE;-52;-73.8;;14/06/1970;;;location : SOUTHERN CHILE;False;14/06/1970;
Tsunami CHILE NORTHERN CHILE;Tsunami;CHILE;-22.28;-70.55;;19/06/1970;;;location : NORTHERN CHILE;False;19/06/1970;
Tsunami JAPAN SEIKAIDO;Tsunami;JAPAN;32.2;131.7;;25/07/1970;;;location : SEIKAIDO;False;25/07/1970;
Tsunami NEW ZEALAND NEW ZEALAND;Tsunami;NEW ZEALAND;-44.64;173.62;;28/09/1970;;;location : NEW ZEALAND;False;28/09/1970;
Tsunami PHILIPPINES PHILIPPINE TRENCH;Tsunami;PHILIPPINES;20.675;122.009;;30/09/1970;;;location : PHILIPPINE TRENCH;False;30/09/1970;
Tsunami PAPUA NEW GUINEA PAPUA NEW GUINEA;Tsunami;PAPUA NEW GUINEA;-4.907;145.471;;31/10/1970;;;location : PAPUA NEW GUINEA;False;31/10/1970;
Tsunami CHILE NORTHERN CHILE;Tsunami;CHILE;-20.94;-69.81;;28/11/1970;;;location : NORTHERN CHILE;False;28/11/1970;
Tsunami RUSSIA BLACK SEA;Tsunami;RUSSIA;43.84;39.34;;04/12/1970;;;location : BLACK SEA;False;04/12/1970;
Tsunami USA ANDREANOF ISLANDS, AK;Tsunami;USA;51.228;-177.173;;02/05/1971;;;location : ANDREANOF ISLANDS, AK;False;02/05/1971;
Tsunami CHILE CENTRAL CHILE;Tsunami;CHILE;-32.5;-71.2;;09/07/1971;;;location : CENTRAL CHILE;False;09/07/1971;
Tsunami PAPUA NEW GUINEA SOLOMON SEA;Tsunami;PAPUA NEW GUINEA;-5.5;153.9;;14/07/1971;;;location : SOLOMON SEA;False;14/07/1971;
Tsunami PAPUA NEW GUINEA SOLOMON SEA;Tsunami;PAPUA NEW GUINEA;-4.9;153.2;;26/07/1971;;;location : SOLOMON SEA;False;26/07/1971;
Tsunami JAPAN JAPAN TRENCH;Tsunami;JAPAN;41.4;143.5;;02/08/1971;;;location : JAPAN TRENCH;False;02/08/1971;
Tsunami RUSSIA TATAR STRAIT;Tsunami;RUSSIA;46.5;141.2;;05/09/1971;;;location : TATAR STRAIT;False;05/09/1971;
Tsunami RUSSIA TATAR STRAIT;Tsunami;RUSSIA;46.7;141.4;;06/09/1971;;;location : TATAR STRAIT;False;06/09/1971;
Tsunami RUSSIA TATAR STRAIT;Tsunami;RUSSIA;46.4;141.1;;08/09/1971;;;location : TATAR STRAIT;False;08/09/1971;
Tsunami RUSSIA TATAR STRAIT;Tsunami;RUSSIA;46.3;140.9;;08/09/1971;;;location : TATAR STRAIT;False;08/09/1971;
Tsunami PAPUA NEW GUINEA BISMARCK SEA;Tsunami;PAPUA NEW GUINEA;-6.5;146.6;;25/09/1971;;;location : BISMARCK SEA;False;25/09/1971;
Tsunami RUSSIA TATAR STRAIT;Tsunami;RUSSIA;46.4;141.1;;27/09/1971;;;location : TATAR STRAIT;False;27/09/1971;
Tsunami USA RAT ISLANDS, ALEUTIAN ISLANDS, AK;Tsunami;USA;51.5;179.1;;06/11/1971;;;location : RAT ISLANDS, ALEUTIAN ISLANDS, AK;False;06/11/1971;
Tsunami RUSSIA KAMCHATKA;Tsunami;RUSSIA;56;163.3;;15/12/1971;;;location : KAMCHATKA;False;15/12/1971;
Tsunami TAIWAN E. TAIWAN;Tsunami;TAIWAN;22.5;122.3;;25/01/1972;;;location : E. TAIWAN;False;25/01/1972;
Tsunami JAPAN EAST OFF HACHIJO ISLAND;Tsunami;JAPAN;33.3;140.8;;29/02/1972;;;location : EAST OFF HACHIJO ISLAND;False;29/02/1972;
Tsunami CHILE CENTRAL CHILE;Tsunami;CHILE;-30.5;-71.8;;08/06/1972;;;location : CENTRAL CHILE;False;08/06/1972;
Tsunami USA SE. ALASKA, AK;Tsunami;USA;56.82;-135.685;;30/07/1972;;;location : SE. ALASKA, AK;False;30/07/1972;
Tsunami PAPUA NEW GUINEA SOLOMON SEA;Tsunami;PAPUA NEW GUINEA;-6;152.9;;17/08/1972;;;location : SOLOMON SEA;False;17/08/1972;
Tsunami JAPAN JAPAN;Tsunami;JAPAN;32.9;130.3;;06/09/1972;;;location : JAPAN;False;06/09/1972;
Tsunami PHILIPPINES MINDANAO ISLAND, PHILIPPINES;Tsunami;PHILIPPINES;6.5;126.6;;02/12/1972;;;location : MINDANAO ISLAND, PHILIPPINES;False;02/12/1972;
Tsunami JAPAN CHICHI JIMA;Tsunami;JAPAN;33.3;140.7;;04/12/1972;;;location : CHICHI JIMA;False;04/12/1972;
Tsunami CHILE CENTRAL CHILE;Tsunami;CHILE;-30.6;-71;;29/12/1972;;;location : CENTRAL CHILE;False;29/12/1972;
Tsunami MEXICO S. MEXICO;Tsunami;MEXICO;18.48;-103;;30/01/1973;;;location : S. MEXICO;False;30/01/1973;
Tsunami RUSSIA N. KURIL ISLANDS;Tsunami;RUSSIA;50.5;156.6;;28/02/1973;;;location : N. KURIL ISLANDS;False;28/02/1973;
Tsunami PHILIPPINES QUEZON;Tsunami;PHILIPPINES;13.4;122.8;;17/03/1973;;;location : QUEZON;False;17/03/1973;
Tsunami JAPAN HOKKAIDO ISLAND;Tsunami;JAPAN;43.2;145.8;;17/06/1973;;;location : HOKKAIDO ISLAND;False;17/06/1973;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;43.3;146.4;;24/06/1973;;;location : S. KURIL ISLANDS;False;24/06/1973;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;43.2;146.6;;26/06/1973;;;location : S. KURIL ISLANDS;False;26/06/1973;
Tsunami CHILE CENTRAL CHILE;Tsunami;CHILE;-32.5;-71.5;;05/10/1973;;;location : CENTRAL CHILE;False;05/10/1973;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-7.5;155.9;;31/01/1974;;;location : SOLOMON ISLANDS;False;31/01/1974;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-7.4;155.6;;01/02/1974;;;location : SOLOMON ISLANDS;False;01/02/1974;
Tsunami JAPAN TOKAIDO;Tsunami;JAPAN;34.6;138.7;;08/05/1974;;;location : TOKAIDO;False;08/05/1974;
Tsunami CHILE SOUTHERN CHILE;Tsunami;CHILE;-38.5;-73.4;;18/08/1974;;;location : SOUTHERN CHILE;False;18/08/1974;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;43.2;146.7;;27/09/1974;;;location : S. KURIL ISLANDS;False;27/09/1974;
Tsunami PERU CENTRAL PERU;Tsunami;PERU;-12.27;-77.79;;03/10/1974;;;location : CENTRAL PERU;False;03/10/1974;
Tsunami PAKISTAN PAKISTAN;Tsunami;PAKISTAN;35.1;72.9;;28/12/1974;;;location : PAKISTAN;False;28/12/1974;
Tsunami INDONESIA BANDA SEA;Tsunami;INDONESIA;-5;130;;15/01/1975;;;location : BANDA SEA;False;15/01/1975;
Tsunami INDONESIA SANANA ISLAND;Tsunami;INDONESIA;-2.444;126.145;;05/03/1975;;;location : SANANA ISLAND;False;05/03/1975;
Tsunami CHILE CENTRAL CHILE;Tsunami;CHILE;-29.9;-71.3;;13/03/1975;;;location : CENTRAL CHILE;False;13/03/1975;
Tsunami ATLANTIC OCEAN AZORES GIBRALTAR FRACTURE ZONE;Tsunami;ATLANTIC OCEAN;35.962;-17.576;;26/05/1975;;;location : AZORES GIBRALTAR FRACTURE ZONE;False;26/05/1975;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;43.024;147.734;;10/06/1975;;;location : S. KURIL ISLANDS;False;10/06/1975;
Tsunami PAPUA NEW GUINEA SOLOMON SEA;Tsunami;PAPUA NEW GUINEA;-6.59;155.054;;20/07/1975;;;location : SOLOMON SEA;False;20/07/1975;
Tsunami PHILIPPINES PHILIPPINE TRENCH;Tsunami;PHILIPPINES;12.54;125.993;;31/10/1975;;;location : PHILIPPINE TRENCH;False;31/10/1975;
Tsunami USA HAWAII;Tsunami;USA;19.451;-155.033;;29/11/1975;;;location : HAWAII;False;29/11/1975;
Tsunami SAMOA SAMOA ISLANDS;Tsunami;SAMOA;-16.265;-172.467;;26/12/1975;;;location : SAMOA ISLANDS;False;26/12/1975;
Tsunami NEW ZEALAND KERMADEC ISLANDS;Tsunami;NEW ZEALAND;-29.19;-177.443;;14/01/1976;;;location : KERMADEC ISLANDS;False;14/01/1976;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;44.915;149.123;;21/01/1976;;;location : S. KURIL ISLANDS;False;21/01/1976;
Tsunami GUATEMALA GUATEMALA;Tsunami;GUATEMALA;15.324;-89.101;;04/02/1976;;;location : GUATEMALA;False;04/02/1976;
Tsunami PANAMA PANAMA;Tsunami;PANAMA;7.4;-78.1;;11/07/1976;;;location : PANAMA;False;11/07/1976;
Tsunami PHILIPPINES MORO GULF;Tsunami;PHILIPPINES;6.292;124.09;;16/08/1976;;;location : MORO GULF;False;16/08/1976;
Tsunami SAMOA SAMOA ISLANDS;Tsunami;SAMOA;-16.696;-172.095;;02/04/1977;;;location : SAMOA ISLANDS;False;02/04/1977;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-9.828;163.323;;20/04/1977;;;location : SOLOMON ISLANDS;False;20/04/1977;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-9.89;160.348;;20/04/1977;;;location : SOLOMON ISLANDS;False;20/04/1977;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-9.965;160.731;;21/04/1977;;;location : SOLOMON ISLANDS;False;21/04/1977;
Tsunami TONGA TONGA TRENCH;Tsunami;TONGA;-22.878;-175.9;;22/06/1977;;;location : TONGA TRENCH;False;22/06/1977;
Tsunami INDONESIA SUNDA ISLANDS;Tsunami;INDONESIA;-11.164;118.378;;19/08/1977;;;location : SUNDA ISLANDS;False;19/08/1977;
Tsunami PAPUA NEW GUINEA ADMIRALTY ISLANDS;Tsunami;PAPUA NEW GUINEA;-1.1;146.2;;20/08/1977;;;location : ADMIRALTY ISLANDS;False;20/08/1977;
Tsunami PAPUA NEW GUINEA ADMIRALTY ISLANDS;Tsunami;PAPUA NEW GUINEA;-1.081;146.23;;28/08/1977;;;location : ADMIRALTY ISLANDS;False;28/08/1977;
Tsunami TONGA TONGA TRENCH;Tsunami;TONGA;-25.856;-175.406;;10/10/1977;;;location : TONGA TRENCH;False;10/10/1977;
Tsunami JAPAN TOKAIDO;Tsunami;JAPAN;34.809;139.259;;14/01/1978;;;location : TOKAIDO;False;14/01/1978;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;44.026;149.002;;22/03/1978;;;location : S. KURIL ISLANDS;False;22/03/1978;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;44.14;149.029;;22/03/1978;;;location : S. KURIL ISLANDS;False;22/03/1978;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;44.209;148.971;;23/03/1978;;;location : S. KURIL ISLANDS;False;23/03/1978;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;44.932;148.439;;23/03/1978;;;location : S. KURIL ISLANDS;False;23/03/1978;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;44.244;148.862;;24/03/1978;;;location : S. KURIL ISLANDS;False;24/03/1978;
Tsunami JAPAN SANRIKU;Tsunami;JAPAN;38.19;142.03;;12/06/1978;;;location : SANRIKU;False;12/06/1978;
Tsunami PHILIPPINES MINDANAO ISLAND, PHILIPPINES;Tsunami;PHILIPPINES;8.249;122.403;;14/06/1978;;;location : MINDANAO ISLAND, PHILIPPINES;False;14/06/1978;
Tsunami GREECE THESSALONIKI (SALONICA), GREECE;Tsunami;GREECE;40.739;23.229;;20/06/1978;;;location : THESSALONIKI (SALONICA), GREECE;False;20/06/1978;
Tsunami TAIWAN TAIWAN;Tsunami;TAIWAN;22.282;121.512;;23/07/1978;;;location : TAIWAN;False;23/07/1978;
Tsunami MEXICO MEXICO;Tsunami;MEXICO;16.01;-96.591;;29/11/1978;;;location : MEXICO;False;29/11/1978;
Tsunami JAPAN IWATE, JAPAN;Tsunami;JAPAN;40.232;143.703;;20/02/1979;;;location : IWATE, JAPAN;False;20/02/1979;
Tsunami USA SE. ALASKA, AK;Tsunami;USA;60.691;-141.671;;28/02/1979;;;location : SE. ALASKA, AK;False;28/02/1979;
Tsunami MEXICO S. MEXICO;Tsunami;MEXICO;17.813;-101.276;;14/03/1979;;;location : S. MEXICO;False;14/03/1979;
Tsunami MONTENEGRO MONTENEGRO: BAR ULCINJ;Tsunami;MONTENEGRO;41.956;19.023;;09/04/1979;;;location : MONTENEGRO: BAR ULCINJ;False;09/04/1979;
Tsunami MONTENEGRO MONTENEGRO;Tsunami;MONTENEGRO;42.096;19.209;;15/04/1979;;;location : MONTENEGRO;False;15/04/1979;
Tsunami GREECE CRETE;Tsunami;GREECE;34.53;24.437;;15/05/1979;;;location : CRETE;False;15/05/1979;
Tsunami VENEZUELA PUERTO CUMAREBO;Tsunami;VENEZUELA;11.517;-69.5;;03/09/1979;;;location : PUERTO CUMAREBO;False;03/09/1979;
Tsunami INDONESIA IRIAN JAYA;Tsunami;INDONESIA;-1.679;136.04;;12/09/1979;;;location : IRIAN JAYA;False;12/09/1979;
Tsunami FIJI FIJI ISLANDS;Tsunami;FIJI;-16.76;179.984;;16/11/1979;;;location : FIJI ISLANDS;False;16/11/1979;
Tsunami COLOMBIA COLOMBIA: OFF SHORE, PACIFIC OCEAN;Tsunami;COLOMBIA;1.555;-79.276;;12/12/1979;;;location : COLOMBIA: OFF SHORE, PACIFIC OCEAN;False;12/12/1979;
Tsunami PORTUGAL AZORES;Tsunami;PORTUGAL;38.727;-27.75;;01/01/1980;;;location : AZORES;False;01/01/1980;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;43.53;146.753;;23/02/1980;;;location : S. KURIL ISLANDS;False;23/02/1980;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-14.464;167.902;;12/05/1980;;;location : VANUATU ISLANDS;False;12/05/1980;
Tsunami JAPAN HONSHU ISLAND;Tsunami;JAPAN;34.808;139.181;;29/06/1980;;;location : HONSHU ISLAND;False;29/06/1980;
Tsunami VANUATU SANTA CRUZ IS. VANUATU;Tsunami;VANUATU;-12.41;166.381;;08/07/1980;;;location : SANTA CRUZ IS. VANUATU;False;08/07/1980;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-12.525;165.916;;17/07/1980;;;location : SOLOMON ISLANDS;False;17/07/1980;
Tsunami ALGERIA EL ASNAM;Tsunami;ALGERIA;36.199;1.374;;10/10/1980;;;location : EL ASNAM;False;10/10/1980;
Tsunami JAPAN E. HONSHU ISLAND;Tsunami;JAPAN;38.64;142.75;;18/01/1981;;;location : E. HONSHU ISLAND;False;18/01/1981;
Tsunami GREECE ATHENS-EASTERN GULF OF CORINTH;Tsunami;GREECE;38.222;22.934;;24/02/1981;;;location : ATHENS-EASTERN GULF OF CORINTH;False;24/02/1981;
Tsunami GREECE GULF OF CORINTH;Tsunami;GREECE;38.209;23.288;;04/03/1981;;;location : GULF OF CORINTH;False;04/03/1981;
Tsunami NEW ZEALAND NEW ZEALAND;Tsunami;NEW ZEALAND;-48.786;164.357;;25/05/1981;;;location : NEW ZEALAND;False;25/05/1981;
Tsunami SAMOA SAMOA ISLANDS;Tsunami;SAMOA;-14.96;-173.085;;01/09/1981;;;location : SAMOA ISLANDS;False;01/09/1981;
Tsunami MEXICO MEXICO;Tsunami;MEXICO;18.084;-102.084;;25/10/1981;;;location : MEXICO;False;25/10/1981;
Tsunami PHILIPPINES PHILIPPINES;Tsunami;PHILIPPINES;13.752;124.358;;11/01/1982;;;location : PHILIPPINES;False;11/01/1982;
Tsunami INDONESIA JAVA TRENCH;Tsunami;INDONESIA;4.374;97.755;;24/02/1982;;;location : JAVA TRENCH;False;24/02/1982;
Tsunami INDONESIA SUMBAWA ISLAND;Tsunami;INDONESIA;-9.265;118.479;;11/03/1982;;;location : SUMBAWA ISLAND;False;11/03/1982;
Tsunami JAPAN HOKKAIDO ISLAND;Tsunami;JAPAN;42.158;142.361;;21/03/1982;;;location : HOKKAIDO ISLAND;False;21/03/1982;
Tsunami JAPAN IBARAKI, JAPAN;Tsunami;JAPAN;36.194;141.702;;23/07/1982;;;location : IBARAKI, JAPAN;False;23/07/1982;
Tsunami TONGA KERMADEC ISLANDS;Tsunami;TONGA;-24.133;-175.864;;19/12/1982;;;location : KERMADEC ISLANDS;False;19/12/1982;
Tsunami INDONESIA FLORES SEA;Tsunami;INDONESIA;-8.405;123.08;;25/12/1982;;;location : FLORES SEA;False;25/12/1982;
Tsunami JAPAN S. OF HONSHU ISLAND;Tsunami;JAPAN;33.826;139.434;;28/12/1982;;;location : S. OF HONSHU ISLAND;False;28/12/1982;
Tsunami GREECE IONIAN SEA;Tsunami;GREECE;38.026;20.228;;17/01/1983;;;location : IONIAN SEA;False;17/01/1983;
Tsunami INDONESIA BANDA SEA;Tsunami;INDONESIA;-4.056;127.924;;12/03/1983;;;location : BANDA SEA;False;12/03/1983;
Tsunami PAPUA NEW GUINEA NEW BRITAIN;Tsunami;PAPUA NEW GUINEA;-4.883;153.581;;18/03/1983;;;location : NEW BRITAIN;False;18/03/1983;
Tsunami COSTA RICA COSTA RICA;Tsunami;COSTA RICA;8.677;-83.098;;03/04/1983;;;location : COSTA RICA;False;03/04/1983;
Tsunami JAPAN NOSHIRO, JAPAN;Tsunami;JAPAN;40.462;139.102;;26/05/1983;;;location : NOSHIRO, JAPAN;False;26/05/1983;
Tsunami JAPAN NOSHIRO, JAPAN;Tsunami;JAPAN;40.249;138.948;;09/06/1983;;;location : NOSHIRO, JAPAN;False;09/06/1983;
Tsunami JAPAN N. HONSHU ISLAND;Tsunami;JAPAN;41.346;139.099;;21/06/1983;;;location : N. HONSHU ISLAND;False;21/06/1983;
Tsunami GREECE NORTH AEGEAN SEA;Tsunami;GREECE;40.142;24.766;;06/08/1983;;;location : NORTH AEGEAN SEA;False;06/08/1983;
Tsunami RUSSIA KAMCHATKA BAY, RUSSIA;Tsunami;RUSSIA;55.867;161.287;;17/08/1983;;;location : KAMCHATKA BAY, RUSSIA;False;17/08/1983;
Tsunami PHILIPPINES LUZON ISLAND;Tsunami;PHILIPPINES;18.231;120.86;;17/08/1983;;;location : LUZON ISLAND;False;17/08/1983;
Tsunami CHILE NORTHERN CHILE;Tsunami;CHILE;-26.535;-70.563;;04/10/1983;;;location : NORTHERN CHILE;False;04/10/1983;
Tsunami UK TERRITORY CHAGOS ARCHIPELAGO REGION;Tsunami;UK TERRITORY;-6.852;72.11;;30/11/1983;;;location : CHAGOS ARCHIPELAGO REGION;False;30/11/1983;
Tsunami INDONESIA SULAWESI;Tsunami;INDONESIA;-2.823;118.806;;08/01/1984;;;location : SULAWESI;False;08/01/1984;
Tsunami GREECE CORINTHOS GULF, GREECE;Tsunami;GREECE;38.308;22.11;;11/02/1984;;;location : CORINTHOS GULF, GREECE;False;11/02/1984;
Tsunami RUSSIA S. KURIL ISLANDS;Tsunami;RUSSIA;44.117;148.192;;24/03/1984;;;location : S. KURIL ISLANDS;False;24/03/1984;
Tsunami JAPAN TORI SHIMA, OKINAWA;Tsunami;JAPAN;31.448;140.036;;13/06/1984;;;location : TORI SHIMA, OKINAWA;False;13/06/1984;
Tsunami JAPAN KYUSHU, JAPAN;Tsunami;JAPAN;32.386;131.945;;06/08/1984;;;location : KYUSHU, JAPAN;False;06/08/1984;
Tsunami JAPAN HONSHU ISLAND;Tsunami;JAPAN;34.006;141.5;;18/09/1984;;;location : HONSHU ISLAND;False;18/09/1984;
Tsunami RUSSIA KAMCHATKA;Tsunami;RUSSIA;56.194;163.46;;28/12/1984;;;location : KAMCHATKA;False;28/12/1984;
Tsunami CHILE CENTRAL CHILE;Tsunami;CHILE;-33.132;-71.708;;03/03/1985;;;location : CENTRAL CHILE;False;03/03/1985;
Tsunami GUADELOUPE (FRENCH TERRITORY) GUADELOUPE;Tsunami;GUADELOUPE (FRENCH TERRITORY);17.013;-62.448;;16/03/1985;;;location : GUADELOUPE;False;16/03/1985;
Tsunami INDONESIA BALI ISLAND;Tsunami;INDONESIA;-9.245;114.185;;13/04/1985;;;location : BALI ISLAND;False;13/04/1985;
Tsunami PAPUA NEW GUINEA NEW IRELAND;Tsunami;PAPUA NEW GUINEA;-4.439;152.828;;03/07/1985;;;location : NEW IRELAND;False;03/07/1985;
Tsunami MEXICO MEXICO;Tsunami;MEXICO;18.19;-102.533;;19/09/1985;;;location : MEXICO;False;19/09/1985;
Tsunami MEXICO MEXICO;Tsunami;MEXICO;17.802;-101.647;;21/09/1985;;;location : MEXICO;False;21/09/1985;
Tsunami TURKMENISTAN CASPIAN SEA;Tsunami;TURKMENISTAN;40.368;51.555;;06/03/1986;;;location : CASPIAN SEA;False;06/03/1986;
Tsunami USA ANDREANOF ISLANDS, AK;Tsunami;USA;51.52;-174.776;;07/05/1986;;;location : ANDREANOF ISLANDS, AK;False;07/05/1986;
Tsunami USA ANDREANOF ISLANDS, AK;Tsunami;USA;52.327;-174.504;;17/05/1986;;;location : ANDREANOF ISLANDS, AK;False;17/05/1986;
Tsunami NEW ZEALAND KERMADEC ISLANDS;Tsunami;NEW ZEALAND;-28.117;-176.367;;20/10/1986;;;location : KERMADEC ISLANDS;False;20/10/1986;
Tsunami TAIWAN TAIWAN;Tsunami;TAIWAN;23.901;121.574;;14/11/1986;;;location : TAIWAN;False;14/11/1986;
Tsunami JAPAN E. HONSHU ISLAND;Tsunami;JAPAN;36.988;141.689;;06/02/1987;;;location : E. HONSHU ISLAND;False;06/02/1987;
Tsunami PAPUA NEW GUINEA SOLOMON SEA;Tsunami;PAPUA NEW GUINEA;-6.088;147.689;;08/02/1987;;;location : SOLOMON SEA;False;08/02/1987;
Tsunami CHILE NORTHERN CHILE;Tsunami;CHILE;-24.388;-70.161;;05/03/1987;;;location : NORTHERN CHILE;False;05/03/1987;
Tsunami JAPAN KYUSHU ISLAND;Tsunami;JAPAN;32.034;131.837;;18/03/1987;;;location : KYUSHU ISLAND;False;18/03/1987;
Tsunami JAPAN HONSHU ISLAND;Tsunami;JAPAN;37.447;137.865;;24/03/1987;;;location : HONSHU ISLAND;False;24/03/1987;
Tsunami PHILIPPINES SABTANG ISLAND;Tsunami;PHILIPPINES;20.429;121.366;;07/06/1987;;;location : SABTANG ISLAND;False;07/06/1987;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-10.717;162.33;;18/06/1987;;;location : SOLOMON ISLANDS;False;18/06/1987;
Tsunami VANUATU VANUATU ISLANDS;Tsunami;VANUATU;-14.074;167.828;;06/07/1987;;;location : VANUATU ISLANDS;False;06/07/1987;
Tsunami TONGA TONGA ISLANDS;Tsunami;TONGA;-17.94;-172.225;;06/10/1987;;;location : TONGA ISLANDS;False;06/10/1987;
Tsunami PAPUA NEW GUINEA SOLOMON SEA;Tsunami;PAPUA NEW GUINEA;-7.288;154.371;;12/10/1987;;;location : SOLOMON SEA;False;12/10/1987;
Tsunami PAPUA NEW GUINEA SOLOMON SEA;Tsunami;PAPUA NEW GUINEA;-6.266;149.06;;16/10/1987;;;location : SOLOMON SEA;False;16/10/1987;
Tsunami USA GULF OF ALASKA, AK;Tsunami;USA;58.586;-143.27;;17/11/1987;;;location : GULF OF ALASKA, AK;False;17/11/1987;
Tsunami INDONESIA TIMOR SEA;Tsunami;INDONESIA;-8.247;124.155;;26/11/1987;;;location : TIMOR SEA;False;26/11/1987;
Tsunami USA GULF OF ALASKA, AK;Tsunami;USA;58.679;-142.786;;30/11/1987;;;location : GULF OF ALASKA, AK;False;30/11/1987;
Tsunami CHILE NORTHERN CHILE;Tsunami;CHILE;-24.753;-70.433;;05/02/1988;;;location : NORTHERN CHILE;False;05/02/1988;
Tsunami USA GULF OF ALASKA, AK;Tsunami;USA;57.262;-142.747;;06/03/1988;;;location : GULF OF ALASKA, AK;False;06/03/1988;
Tsunami PHILIPPINES NORTH OF LUZON ISLAND;Tsunami;PHILIPPINES;18.606;121.013;;24/06/1988;;;location : NORTH OF LUZON ISLAND;False;24/06/1988;
Tsunami PAPUA NEW GUINEA PAPUA NEW GUINEA;Tsunami;PAPUA NEW GUINEA;-5.964;148.78;;05/07/1988;;;location : PAPUA NEW GUINEA;False;05/07/1988;
Tsunami BANGLADESH JAMUNA RIVER, ARICHA, BANGLADESH;Tsunami;BANGLADESH;25.149;95.127;;06/08/1988;;;location : JAMUNA RIVER, ARICHA, BANGLADESH;False;06/08/1988;
Tsunami SOLOMON ISLANDS SOLOMON ISLANDS;Tsunami;SOLOMON ISLANDS;-10.258;160.896;;10/08/1988;;;location : SOLOMON ISLANDS;False;10/08/1988;
Tsunami BANGLADESH BANGLADESH;Tsunami;BANGLADESH;26.755;86.616;;20/08/1988;;;location : BANGLADESH;False;20/08/1988;
Tsunami AUSTRALIA MACQUARIE ISLAND;Tsunami;AUSTRALIA;-52.341;160.568;;23/05/1989;;;location : MACQUARIE ISLAND;False;23/05/1989;
Tsunami USA HAWAII;Tsunami;USA;19.362;-155.083;;26/06/1989;;;location : HAWAII;False;26/06/1989;
